"50077","60098","52249"
"48470","50775","47155"
"44677","47606","46513"
"47884","55380","51368"
"53506","63611","56493"
"54120","58482","55028"
"57836","62324","58243"
"48851","52993","49134"
"50609","55514","50880"
"55438","60835","57185"
"52645","58959","52170"
"51772","57030","54315"
"50292","53969","48296"
"49196","53822","47633"
"52616","59203","52760"
"56128","63739","58841"
"55968","60287","56238"
"46637","54506","47208"
"53836","58877","56364"
"45202","49960","44913"
"56990","59760","57900"
"57308","62448","57700"
"50144","55700","50694"
"41185","43405","41991"
"48660","54992","49601"
"43921","47634","44060"
"54280","55699","51830"
"55322","62302","56094"
"53816","61462","54541"
"51132","57894","52998"
"47049","49260","45879"
"49901","56104","50975"
"56762","58838","55219"
"51123","55496","50932"
"54048","62556","55572"
"51853","61573","52813"
"54700","57414","54915"
"54572","63596","55800"
"58604","66702","59792"
"50388","55039","49799"
"51091","58748","53753"
"50080","58681","52151"
"44198","54702","48055"
"49184","54770","50230"
"53740","58542","54095"
"47390","54208","48301"
"51825","57954","52438"
"64563","69763","62586"
"57266","65972","58424"
"45938","49220","44811"
"53597","56579","49955"
"47564","50945","45842"
"50061","53537","50702"
"54079","58707","52468"
"60664","65526","60793"
"48351","56168","48119"
"54663","58938","53598"
"54440","59003","57115"
"53455","58171","52639"
"59271","60512","58721"
"49678","53704","48941"
"52174","58861","53398"
"56060","61982","54903"
"60163","65153","59571"
"49648","54510","49435"
"55155","61245","54942"
"43617","48051","42208"
"41474","47850","43916"
"48271","53326","49180"
"50238","53057","48142"
"52364","56723","52876"
"49680","52849","47497"
"41194","47072","41397"
"43639","49743","43275"
"41290","47454","43182"
"47099","54179","48649"
"59227","63756","57254"
"62129","69242","62236"
"47816","52879","47375"
"47244","52286","47988"
"55619","60602","55418"
"49655","55538","48500"
"55404","59318","53928"
"50459","57847","52113"
"49116","56504","49606"
"61834","67581","61064"
"50404","57471","49941"
"60492","67520","58836"
"52573","59367","52898"
"47108","56913","48383"
"51037","56939","52971"
"51789","57384","52091"
"47236","53905","49565"
"52406","54871","50896"
"57336","62098","57504"
"47286","53627","49193"
"51297","61064","52999"
"53215","59605","55575"
"45074","46848","44108"
"56940","62962","57761"
"50384","55127","50953"
"50603","55202","51198"
"59495","68723","60974"
"47049","49113","45330"
"55406","59746","52266"
"45246","50969","46767"
"53433","62323","58376"
"53618","59707","53607"
"57303","63273","57148"
"52043","58407","52558"
"45173","49600","44264"
"53598","56529","51788"
"48507","54867","49220"
"43900","48046","43556"
"47927","54519","48849"
"43534","50095","42629"
"49714","53690","50789"
"44207","45197","43562"
"41577","44211","42339"
"50096","53265","50786"
"52601","52822","48409"
"51469","59674","53127"
"52425","57136","53765"
"55565","61656","58550"
"50792","53366","49977"
"52753","57700","54010"
"48684","53593","47532"
"50906","56235","51383"
"47803","54260","48705"
"51366","57099","51426"
"48341","52567","47660"
"56022","60530","56435"
"53964","62716","53931"
"58529","62431","57028"
"51297","54939","50538"
"56359","65622","57793"
"48698","55488","48713"
"48376","54626","46966"
"54352","58306","54497"
"50600","55813","49980"
"50643","53223","51245"
"58281","62373","59908"
"49476","52732","49942"
"51450","54831","50939"
"44974","49446","44963"
"49499","56787","50237"
"54619","60083","53487"
"50388","55542","52059"
"46870","49939","47447"
"49138","52418","49629"
"51671","58253","54477"
"56220","64790","55903"
"54822","60846","55878"
"49788","57568","50760"
"51422","59747","54050"
"48364","57845","50877"
"52735","54423","51296"
"58261","62288","56641"
"44534","47160","42689"
"49997","56816","52890"
"47081","49566","47091"
"56658","60670","55775"
"55086","61140","55036"
"50921","58874","51498"
"59123","63709","59322"
"55696","61318","55359"
"59443","65228","63296"
"50303","54514","50320"
"46612","51956","46338"
"51523","57570","51270"
"45293","51746","47956"
"48656","55843","50011"
"52824","58673","57335"
"53539","58970","52353"
"54253","63897","56224"
"49529","56997","50813"
"52943","57432","53112"
"59884","68022","59922"
"45709","52065","46333"
"51770","56748","52072"
"51694","55229","50119"
"54209","61544","55170"
"53313","60140","53490"
"50507","59700","51955"
"58677","66515","61044"
"47624","55124","48957"
"49940","58557","52654"
"59405","63160","57824"
"50623","56517","52174"
"48941","56001","51775"
"51226","59199","50478"
"47659","53729","47819"
"47251","55932","49773"
"50035","56311","52524"
"57687","62092","56085"
"47809","52464","48091"
"47393","53723","48992"
"50360","58764","54382"
"46688","52881","46546"
"50392","55251","50995"
"48055","57352","50230"
"52504","57832","56981"
"46401","53329","47392"
"51502","59963","53282"
"43411","48520","44483"
"49676","56396","50010"
"55408","58059","55164"
"51299","61804","54341"
"43413","49110","45475"
"52799","57836","53313"
"53445","61172","52304"
"57144","63055","59327"
"44392","48122","45312"
"47615","53058","49625"
"51291","57545","52831"
"50395","54871","49359"
"53618","57284","51908"
"44160","46207","45029"
"57908","64623","58252"
"55204","57273","54268"
"60322","65533","60457"
"54247","58546","53313"
"49617","52340","45987"
"56431","62904","56477"
"52784","56563","51367"
"46686","50584","45145"
"50593","52354","46641"
"55221","59925","55102"
"50996","61739","54820"
"44041","49569","43824"
"51342","55779","51576"
"54914","61768","56193"
"51124","54353","50799"
"43914","49122","43383"
"44598","52200","47304"
"61870","70777","64207"
"49153","53327","48484"
"48846","53550","50353"
"48299","54342","48546"
"54318","59542","55537"
"42584","45220","42548"
"52503","59695","53440"
"54339","58210","50415"
"46012","52448","46493"
"50911","55959","50249"
"54359","60663","55802"
"45585","50585","47036"
"55535","59304","56277"
"53817","57186","51320"
"54002","59050","55124"
"51615","53603","50815"
"51849","57152","51937"
"45256","50682","46003"
"55456","62979","57783"
"42213","46273","42646"
"48379","52285","48285"
"57948","62545","57045"
"45714","52781","45459"
"54552","59933","52746"
"56402","65465","57549"
"54301","54018","52492"
"52396","59598","52266"
"54072","56290","51619"
"48247","54342","48723"
"53858","62513","55460"
"52129","58212","51590"
"54027","57275","53470"
"51912","55569","50840"
"50037","55799","50137"
"54970","60461","53797"
"50553","55224","50991"
"56274","59186","53884"
"46752","48009","44190"
"49057","54186","50939"
"61797","67852","60557"
"50687","54337","51703"
"44835","50870","45042"
"48575","53715","48228"
"44250","48897","44655"
"54712","58522","55395"
"46536","52479","47627"
"41067","47392","41211"
"47624","55588","48927"
"52562","58806","52807"
"49547","57390","52049"
"53870","62590","55710"
"55367","62047","55055"
"51567","54978","50843"
"63937","69048","64512"
"51395","55610","50028"
"50425","55536","52031"
"55152","62087","55114"
"46713","49360","45810"
"51015","55078","50084"
"52996","56766","52792"
"52354","55355","49831"
"61708","69209","63355"
"51151","58116","50521"
"54560","61380","54657"
"49496","55221","51170"
"56291","63271","55263"
"55727","64664","56819"
"53377","59526","51700"
"59468","65009","59720"
"60812","66290","62120"
"56972","65208","57974"
"52121","59122","53941"
"43672","46426","42239"
"58891","66359","60250"
"57477","65525","59402"
"58921","63768","60134"
"41247","44085","42383"
"52898","61123","54827"
"52805","60720","53230"
"49684","51726","49794"
"46865","49789","44245"
"50482","56855","50288"
"46913","51938","48119"
"44892","51586","44687"
"58130","63322","57571"
"45756","50544","44998"
"50341","57144","51478"
"53468","63293","57378"
"52358","60540","54585"
"42822","50521","44821"
"55891","63909","55125"
"56540","63865","56139"
"40834","47202","44579"
"49476","54344","47315"
"53902","59296","54331"
"48642","51865","48573"
"55981","57092","55283"
"49972","54135","46738"
"51110","54595","51875"
"52334","58121","53437"
"54249","59175","53814"
"52360","56441","51418"
"56762","64640","58511"
"48481","53459","46260"
"52268","58948","55632"
"51231","56081","49724"
"55521","64742","56264"
"49977","55441","48397"
"53580","58473","53097"
"49104","52445","48953"
"52949","58526","53724"
"52059","57511","51120"
"59855","66575","60309"
"48930","53193","50017"
"48053","54165","49605"
"45657","49096","45238"
"46402","52647","45082"
"50137","55905","51774"
"55064","63373","54788"
"48340","53444","48884"
"49963","52787","49876"
"51785","57175","53327"
"49999","51244","49753"
"55222","59473","53274"
"50321","52199","52472"
"53667","60272","53698"
"41913","47510","42130"
"54409","61330","55877"
"43286","47027","43962"
"47079","50652","44644"
"49704","54462","50603"
"52786","59921","52216"
"54386","58903","54540"
"51991","58006","54315"
"45504","50361","46850"
"52575","59449","53822"
"48191","53943","49257"
"43615","49796","44072"
"48115","53228","50010"
"50322","51858","48147"
"51541","53282","50345"
"48931","53904","48776"
"52163","58556","52874"
"47655","53813","48911"
"48201","54584","49790"
"51855","57925","50679"
"64783","73459","66279"
"51148","53198","49857"
"50902","53847","48877"
"52259","58636","53173"
"47324","51772","47413"
"57862","62727","56967"
"53556","58335","55855"
"49937","54988","50463"
"55482","62875","56027"
"51781","59930","57217"
"53277","59170","52093"
"50422","52302","48559"
"58894","65529","60203"
"53240","57357","52363"
"54358","57359","51966"
"51403","57725","51467"
"46244","52197","47258"
"52172","58922","52219"
"54421","59655","55808"
"56214","60630","54573"
"42956","48884","43524"
"46344","51435","47323"
"53435","61334","55155"
"59740","65469","57830"
"54753","56990","52955"
"48088","55626","47920"
"43815","47793","43791"
"50609","56660","51385"
"57071","59907","57818"
"58261","67269","61540"
"51848","56671","51585"
"48387","51244","47604"
"46269","52203","48902"
"58369","63301","56527"
"57583","62482","56270"
"54402","63253","58163"
"52337","57508","52881"
"55747","63523","57210"
"49575","53625","48372"
"49327","55634","49710"
"55794","63147","54499"
"52038","55739","53338"
"47204","53150","47550"
"53634","57434","52671"
"55439","59943","53547"
"53859","60968","53473"
"53707","58350","52510"
"53521","59216","53848"
"46814","52767","49856"
"48987","57936","52479"
"44490","49335","43725"
"45444","49814","48020"
"58714","67654","60404"
"50456","52715","50062"
"43630","47361","41960"
"50828","57272","52404"
"53493","57564","52533"
"49868","57761","50316"
"52286","58095","53227"
"51915","56947","52290"
"54322","63748","56470"
"51061","55205","50844"
"61592","66944","61529"
"45846","51716","45896"
"54019","57478","53397"
"58145","66451","58283"
"51562","56779","51925"
"52262","59600","55223"
"52061","59678","55121"
"48739","54892","50762"
"44057","49838","46338"
"61627","68775","61297"
"50533","56364","51207"
"54752","61373","53270"
"54668","59616","54470"
"57579","62638","59847"
"44132","48183","44239"
"45473","54313","47347"
"58108","63791","57974"
"53193","61520","56616"
"44144","44625","41704"
"53670","61467","55842"
"47397","51668","48563"
"53992","61238","54831"
"58838","63075","60043"
"42070","44061","40215"
"55660","59928","56206"
"51702","58540","51741"
"49600","56381","51032"
"53625","59375","54497"
"48092","55109","49301"
"58532","66644","59386"
"50032","54298","50926"
"49066","55390","52011"
"49800","55391","51388"
"53934","60556","54454"
"54747","59134","55675"
"51604","58450","54651"
"51668","58418","50771"
"52916","57492","52360"
"56962","60451","55954"
"48763","58103","51125"
"51037","54021","52072"
"54385","58446","53633"
"55009","57619","52804"
"53541","58483","53815"
"46974","53019","47810"
"52343","56482","50115"
"50099","57974","52768"
"62176","70989","62597"
"53130","58337","52056"
"54697","59422","53027"
"51987","58993","53915"
"49438","54444","49304"
"42277","44105","42934"
"52151","58135","53138"
"57741","59892","57783"
"56704","59212","55506"
"53374","60426","53605"
"53453","62310","56840"
"50728","56945","51965"
"51123","57986","51681"
"49579","56446","50270"
"54625","60028","56675"
"55352","61193","56713"
"51828","56774","49950"
"62037","68696","60339"
"52338","61242","55110"
"49188","56769","48547"
"55071","59393","53716"
"50861","56186","50775"
"56421","63066","54634"
"52489","59846","53191"
"44874","52354","50300"
"54477","58068","52815"
"51526","54266","50824"
"45284","50292","46154"
"49863","53532","50651"
"58820","67285","58239"
"51031","57076","51013"
"57465","66544","57830"
"52847","56499","52302"
"48718","52336","49467"
"47027","54674","47529"
"49957","52965","51144"
"52525","54921","52865"
"50056","57932","50637"
"53391","58050","51887"
"50255","55537","50518"
"49386","52255","47503"
"55989","61688","58795"
"49064","54047","50175"
"48537","55240","49066"
"52816","58074","52867"
"53666","60135","52888"
"59531","64141","56843"
"49181","53094","46299"
"50802","56063","49204"
"51934","58310","51424"
"54310","58525","52323"
"48395","54554","47869"
"46209","51061","44731"
"54969","59074","52680"
"53277","58327","51424"
"53400","58334","54188"
"54689","59498","54784"
"53017","57663","52180"
"44107","49088","44740"
"44636","47543","45463"
"48587","56287","52290"
"44086","49196","43531"
"51074","57997","51197"
"50158","53637","47065"
"52259","62749","55742"
"49774","53429","51123"
"49342","53969","51539"
"53645","57046","53914"
"48794","57347","48903"
"50632","60317","53152"
"49336","51962","50743"
"48280","55426","48082"
"52302","55596","52287"
"53258","57297","50912"
"60826","63946","59259"
"49973","55720","49834"
"56442","59221","55197"
"53157","60349","54481"
"52863","60245","52417"
"51473","56383","49446"
"59399","61520","58060"
"50946","56305","52755"
"57954","64348","58898"
"54936","58688","53482"
"51340","60721","54296"
"55594","63297","57409"
"48589","51446","46738"
"49609","58151","51848"
"52329","61085","55196"
"47724","53216","47944"
"55927","58587","54248"
"48839","59034","50701"
"52765","59808","54206"
"43478","49147","43089"
"56835","60166","55064"
"59211","68064","61650"
"55563","62925","55908"
"55923","58818","58050"
"46910","53764","48492"
"50866","57808","51753"
"54177","61391","53447"
"50757","54286","50193"
"51549","59169","52080"
"39528","40861","38456"
"53743","60873","55745"
"54329","59506","54398"
"47881","55692","49544"
"50240","56872","50230"
"45335","50232","44440"
"59582","67749","59527"
"46085","53189","47621"
"50584","55485","50083"
"42540","46554","42148"
"50660","57613","52928"
"51745","60138","52662"
"52402","56100","49919"
"48414","53735","48907"
"44586","49839","45175"
"48691","56103","50955"
"53234","60517","54229"
"55628","57546","53880"
"57394","58476","54757"
"54305","67926","59248"
"56459","62880","58696"
"50175","59922","52341"
"51245","59363","52616"
"48299","54327","50070"
"53276","58782","54553"
"54026","59184","54940"
"50103","59114","51534"
"51440","60324","53719"
"52070","55340","49168"
"51331","57309","51518"
"43366","50968","44010"
"49826","55404","48691"
"60477","66375","61666"
"49239","56174","49784"
"58033","63913","58584"
"53571","60878","53393"
"56472","64789","58741"
"48138","53808","50939"
"53494","61720","52890"
"55834","59273","54440"
"48640","51804","48946"
"47619","51577","47392"
"52759","59979","52823"
"53901","63724","57201"
"51740","60928","53312"
"56044","66927","59807"
"53284","52427","48525"
"49619","51548","48476"
"48412","56216","50420"
"58277","65586","60303"
"55449","61444","54288"
"53739","57947","54405"
"54713","59868","53220"
"52188","58687","51804"
"55358","61584","55183"
"50274","56970","51811"
"50856","60877","53514"
"45904","51544","45872"
"52176","58251","52901"
"46692","52927","47916"
"45242","47897","46241"
"65330","74091","65679"
"50041","51653","48880"
"52135","56236","51120"
"60818","66059","59343"
"52715","57507","54228"
"49967","57560","48930"
"53677","59845","51753"
"55021","61252","54934"
"49620","55887","51505"
"46989","53061","49155"
"54374","56454","50903"
"46917","54069","48815"
"50729","56198","51682"
"43021","50413","44900"
"51368","56378","50762"
"57963","68866","60205"
"51875","56786","50702"
"53444","54999","50949"
"48726","57153","51390"
"57688","64183","56353"
"52829","59026","53840"
"48856","57373","50990"
"47893","53899","47596"
"55450","58265","54936"
"53460","55941","51985"
"49429","58525","50891"
"50868","55377","47334"
"54560","60473","53226"
"54742","60059","54428"
"49760","53929","49798"
"49714","53053","51022"
"51831","58193","50933"
"54859","59814","54796"
"57011","63847","59023"
"58272","65527","58412"
"45930","52086","48107"
"55243","60392","53309"
"38162","43448","38509"
"55959","63174","55399"
"51955","57381","53239"
"51738","57150","49842"
"51781","59310","54548"
"45052","51410","46052"
"57191","63128","56264"
"57472","61478","57023"
"55053","58839","55729"
"58670","66441","56859"
"51959","56746","51321"
"52551","57371","52243"
"51134","57720","51761"
"54568","64424","56337"
"53692","59677","54722"
"56269","62980","55059"
"55239","61698","56313"
"43622","49625","43628"
"49125","57578","48468"
"53789","59102","54942"
"49371","55027","48849"
"60618","66859","59116"
"51974","59041","54095"
"57905","63250","59241"
"55882","59522","55277"
"53176","54333","53334"
"59642","65097","60468"
"54716","62219","55530"
"48773","53192","49692"
"52590","60311","55101"
"41227","44758","41935"
"54161","60749","53600"
"53157","60503","54697"
"48703","56897","50451"
